name,date,number,volume,first,high,low,value,last,close
باما,1396/07/12,188,798834,7609,7720,7502,6092000000,7502,7626
باما,1396/07/15,170,626355,7502,7600,7450,4697000000,7469,7500
باما,1396/07/16,136,754066,7421,7499,7380,5609000000,7456,7439
باما,1396/07/17,164,609871,7480,7650,7455,4584000000,7650,7517
باما,1396/07/18,152,396888,7585,7647,7510,2987000000,7520,7527
باما,1396/07/19,104,428853,7550,7636,7428,3215000000,7452,7498
باما,1396/07/22,104,390919,7589,7589,7487,2935000000,7490,7508
باما,1396/08/13,112,549726,7985,7998,7850,4365000000,7940,7940
باما,1396/08/14,129,932516,7997,8010,7900,7431000000,7930,7969
باما,1396/08/15,96,285942,7980,7980,7780,2262000000,7900,7909
باما,1396/08/16,72,275233,7950,7997,7901,2184000000,7930,7935
باما,1396/08/17,75,255296,7920,7921,7850,2014000000,7862,7887
باما,1396/08/20,57,397590,7866,7948,7860,3132000000,7860,7878
باما,1396/08/21,68,501610,7890,7910,7870,3959000000,7880,7893
باما,1396/08/22,100,570393,7930,7930,7880,4506000000,7880,7899
باما,1396/08/23,62,264297,7899,7950,7883,2091000000,7900,7913
باما,1396/08/24,111,549134,7883,7901,7800,4308000000,7800,7846
باما,1396/08/27,60,114312,7850,7890,7777,896782000,7777,7845
باما,1396/08/29,67,264125,7670,7850,7660,2058000000,7800,7792
باما,1396/08/30,216,1332000,7800,7854,7768,10395000000,7800,7803
باما,1396/09/01,542,5467000,7900,8193,7880,43889000000,8151,8029
باما,1396/09/04,559,4090000,8192,8430,8100,34374000000,8380,8405
باما,1396/09/05,208,718770,8395,8405,8300,6003000000,8405,8352
باما,1396/09/07,201,770920,8362,8450,8250,6431000000,8329,8342
باما,1396/09/08,117,363358,8400,8499,8280,3035000000,8320,8351
باما,1396/09/11,165,357078,8386,8460,8301,2986000000,8360,8363
باما,1396/09/12,135,470448,8443,8443,8250,3918000000,8260,8328
باما,1396/09/13,48,153261,8261,8350,8230,1266000000,8231,8278
باما,1396/10/04,705,4690000,8750,9073,8750,42453000000,9050,9052
باما,1396/10/05,241,680819,9000,9000,8755,6033000000,8860,8862
باما,1396/10/06,153,410438,8853,8900,8700,3625000000,8870,8832
باما,1396/10/09,242,672538,8841,8939,8701,5942000000,8832,8835
باما,1396/10/10,500,3437000,8700,8700,8394,28913000000,8559,8412
باما,1396/10/11,112,394032,8490,8792,8490,3375000000,8577,8566
باما,1396/10/12,77,318568,8584,8694,8500,2730000000,8600,8570
باما,1396/10/13,307,4210000,8601,8740,8598,36364000000,8716,8637
باما,1396/10/16,317,3018000,8775,9068,8775,27354000000,9068,9064
باما,1396/10/17,240,632066,9070,9150,9000,5716000000,9020,9043
باما,1396/10/18,692,2854000,9101,9494,9101,26678000000,9494,9349
باما,1396/10/19,507,3390000,9699,9810,9500,32795000000,9610,9673
باما,1396/10/20,199,642608,9260,9498,9253,6067000000,9459,9441
باما,1396/10/23,266,889298,9800,9850,9632,8678000000,9789,9758
باما,1396/10/24,186,510005,9846,9846,9655,4962000000,9721,9729
باما,1396/10/25,417,1716000,9870,10215,9870,17174000000,10000,10010
باما,1396/10/26,347,1175000,10050,10051,9818,11726000000,10000,9980
باما,1396/10/27,271,1366000,9872,10040,9861,13654000000,9970,9993
باما,1396/10/30,298,1215000,10055,10250,9900,12223000000,10060,10059
باما,1396/11/01,245,1403000,10000,10130,9811,14007000000,10130,9986
باما,1396/11/02,388,2247000,9884,10180,9884,22497000000,10039,10012
باما,1396/11/23,332,1375000,10102,10398,9956,13801000000,10042,10038
باما,1396/11/24,224,834860,10111,10300,10100,8488000000,10180,10167
باما,1396/11/25,222,534818,10294,10500,10294,5549000000,10301,10376
باما,1396/11/28,270,1269000,10500,10894,10500,13749000000,10740,10831
باما,1396/11/29,208,1063000,10894,10894,10520,11306000000,10651,10637
باما,1396/11/30,142,438995,10700,10700,10510,4647000000,10650,10586
باما,1396/12/02,353,1452000,10750,10775,10356,15231000000,10371,10488
باما,1396/12/09,330,1040000,10450,10500,10144,10658000000,10230,10250
باما,1396/12/12,609,3426000,9741,10000,9738,33370000000,9738,9740
باما,1396/12/13,203,538726,9735,9900,9612,5226000000,9890,9701
باما,1396/12/14,193,601395,9998,9998,9645,5860000000,9690,9744
باما,1396/12/15,307,1302000,9400,9500,9100,12131000000,9200,9318
باما,1396/12/16,220,644243,9478,9478,9200,5993000000,9280,9302
باما,1396/12/19,163,755074,9499,9499,9223,7024000000,9274,9302
باما,1396/12/20,129,573355,9440,9440,9251,5352000000,9252,9334
باما,1396/12/21,119,468292,9350,9350,9001,4267000000,9059,9111
باما,1396/12/22,132,306486,9051,9210,9051,2804000000,9162,9148
باما,1396/12/23,205,652298,9103,9437,9103,6113000000,9414,9372
باما,1396/12/26,90,366558,9202,9467,9200,3432000000,9389,9362
باما,1396/12/27,39,229683,9491,9491,9315,2158000000,9410,9397
باما,1396/12/28,120,569279,9458,9499,9201,5352000000,9300,9402
باما,1397/01/28,160,1015000,8540,8550,8295,8580000000,8549,8454
باما,1397/01/29,181,605803,8661,8685,8500,5209000000,8685,8598
باما,1397/02/01,139,631403,8652,8801,8652,5538000000,8779,8772
باما,1397/02/02,140,597318,8731,8800,8635,5232000000,8800,8759
باما,1397/02/03,101,543380,8750,8996,8750,4812000000,8904,8856
باما,1397/02/04,59,197189,8909,8910,8631,1728000000,8860,8762
باما,1397/02/05,147,896001,8879,8920,8572,7730000000,8699,8628
باما,1397/02/08,95,477095,8610,8610,8300,3993000000,8304,8368
باما,1397/02/09,169,722835,8359,8359,8107,5911000000,8142,8177
باما,1397/02/10,138,451101,8050,8250,8050,3682000000,8211,8162
باما,1397/02/11,47,152324,8151,8220,8151,1245000000,8200,8173
باما,1397/02/15,242,1126000,8150,8150,7766,8845000000,7830,7857
باما,1397/02/16,86,176021,7765,8098,7765,1398000000,8080,7931
باما,1397/02/17,90,306019,8175,8318,8060,2504000000,8280,8182
باما,1397/02/18,74,343621,8529,8529,8215,2851000000,8225,8297
باما,1397/02/19,316,1616000,8360,8370,8000,13251000000,8157,8198
باما,1397/02/22,46,128256,8215,8440,8100,1050000000,8200,8189
باما,1397/02/23,162,469590,8160,8280,8040,3820000000,8054,8134
باما,1397/02/24,200,518653,8270,8540,8174,4354000000,8540,8394
باما,1397/02/25,78,217698,8440,8650,8440,1856000000,8590,8526
باما,1397/02/26,61,402081,8539,8539,8353,3383000000,8353,8413
باما,1397/03/20,165,623122,8690,8774,8586,5430000000,8731,8715
باما,1397/03/21,187,1255000,8720,8794,8650,10909000000,8720,8692
باما,1397/03/22,349,1964000,8740,9126,8700,17757000000,9126,9040
باما,1397/03/23,120,1146000,9480,9492,9160,10879000000,9492,9490
باما,1397/03/27,202,2011000,9964,9964,9644,20022000000,9964,9958
باما,1397/03/28,777,4611000,10299,10299,9835,45990000000,9885,9975
باما,1397/04/04,227,1472000,5996,5996,5697,8540000000,5697,5801
باما,1397/04/05,77,578303,5511,5511,5511,3187000000,5511,5511
باما,1397/04/06,45,230627,5236,5236,5236,1208000000,5236,5352
باما,1397/04/09,524,2698000,5085,5236,5085,13750000000,5085,5097
باما,1397/04/10,187,630652,5198,5200,4850,3148000000,4999,4992
باما,1397/04/11,273,3019000,4999,5049,4940,15076000000,5020,4994
باما,1397/04/12,243,991447,5021,5080,4900,4954000000,4950,4997
باما,1397/04/13,394,6247000,4901,5135,4770,31128000000,4846,4983
باما,1397/04/16,347,1707000,4890,4949,4734,8106000000,4735,4750
باما,1397/04/17,167,685445,4600,4760,4555,3216000000,4700,4692
باما,1397/04/19,124,379442,4605,4799,4520,1735000000,4555,4580
باما,1397/04/20,112,488158,4351,4351,4351,2124000000,4351,4351
باما,1397/04/23,204,343608,4161,4531,4161,1454000000,4200,4248
باما,1397/04/24,173,650339,4170,4390,4160,2726000000,4189,4192
باما,1397/04/25,187,739987,4200,4300,4046,3065000000,4100,4142
باما,1397/05/14,365,4891000,5361,5361,5241,26217000000,5361,5360
باما,1397/05/15,34,415850,5628,5628,5628,2340000000,5628,5628
باما,1397/05/16,419,5406000,5909,5909,5706,31941000000,5909,5908
باما,1397/05/17,13,209885,6203,6203,6203,1302000000,6203,6063
باما,1397/05/21,1118,9827000,6150,6220,5900,59337000000,6190,6038
باما,1397/05/22,855,4487000,6249,6339,6152,28265000000,6339,6300
باما,1397/05/23,872,9486000,6397,6450,6045,58812000000,6160,6200
باما,1397/05/24,761,4730000,6062,6100,5890,27984000000,5920,5916
باما,1397/05/27,621,4597000,5652,5835,5621,26082000000,5690,5673
باما,1397/05/28,411,1679000,5550,5787,5550,9551000000,5658,5690
باما,1397/05/29,466,5424000,5600,5974,5600,32347000000,5974,5963
باما,1397/05/30,559,2871000,6000,6110,5800,17234000000,6059,6003
باما,1397/06/03,189,1894000,6261,6303,6150,11916000000,6303,6290
باما,1397/06/04,73,1122000,6604,6604,6604,7410000000,6604,6604
باما,1397/06/05,40,565742,6934,6934,6934,3923000000,6934,6934
باما,1397/06/06,1053,7765000,7280,7643,6916,55582000000,7213,7158
باما,1397/06/07,636,4241000,7350,7515,7250,31608000000,7515,7454
باما,1397/06/10,984,5101000,7799,7826,7410,39142000000,7430,7674
باما,1397/06/11,234,1126000,7499,7499,7291,8231000000,7291,7306
باما,1397/06/12,885,6691000,6941,7450,6941,47327000000,7150,7073
باما,1397/06/13,822,7310000,7420,7426,7262,53919000000,7398,7376
باما,1397/07/03,126,1281000,9873,9873,9500,12644000000,9873,9871
باما,1397/07/04,19,497812,10364,10364,10364,5159000000,10364,10364
باما,1397/07/07,52,835302,10882,11426,10882,9543000000,11426,11425
باما,1397/07/09,679,5474000,11995,12594,11605,66874000000,12540,12217
باما,1397/07/10,300,2242000,12100,12200,11607,26228000000,11607,11699
باما,1397/07/11,956,6567000,11115,11630,11115,73700000000,11170,11224
باما,1397/07/14,412,2984000,11687,11699,10663,32434000000,10663,10868
باما,1397/07/15,65,498586,10325,10325,10325,5148000000,10325,10325
باما,1397/07/16,160,1862000,9809,9809,9809,18262000000,9809,9809
باما,1397/07/17,374,3004000,10299,10813,10001,32054000000,10291,10672
باما,1397/07/18,322,2077000,11000,11000,10139,21086000000,10139,10150
باما,1397/07/21,96,404963,9999,10000,9643,3944000000,9643,9738
باما,1397/07/22,67,305075,9252,9252,9252,2823000000,9252,9367
باما,1397/07/23,257,1329000,9350,9835,9350,12932000000,9835,9731
باما,1397/07/24,435,2075000,10217,10217,9770,21042000000,9850,10142
باما,1397/07/25,423,2715000,9635,9998,9635,26230000000,9670,9660
باما,1397/07/28,310,1435000,9670,10143,9670,14530000000,10143,10124
باما,1397/07/29,274,1596000,10400,10400,9900,16150000000,10050,10117
باما,1397/07/30,272,1774000,10200,10200,9612,17426000000,10100,9824
باما,1397/08/01,296,2122000,9990,9990,9333,19993000000,9460,9423
باما,1397/08/02,260,1300000,9501,9650,9336,12177000000,9400,9365
باما,1397/08/26,685,2664000,10301,11217,10301,29197000000,10700,10959
باما,1397/08/27,285,1371000,11160,11160,10412,14478000000,10559,10562
باما,1397/08/28,352,1121000,10040,10865,10034,11431000000,10297,10195
باما,1397/08/29,397,1594000,10111,10200,9688,15583000000,9798,9778
باما,1397/08/30,376,2788000,9720,9850,9350,26589000000,9850,9537
باما,1397/09/03,376,1962000,9540,9826,9371,18552000000,9400,9455
باما,1397/09/05,192,1189000,9798,9798,8983,10755000000,8983,9043
باما,1397/09/06,255,1578000,8602,9350,8602,14267000000,9107,9042
باما,1397/09/07,330,874865,9211,9211,8600,7678000000,8811,8776
باما,1397/09/10,298,1307000,8800,8820,8338,10956000000,8410,8380
باما,1397/09/11,188,1327000,8310,8799,8310,11661000000,8799,8790
باما,1397/09/12,61,954308,9229,9229,9229,8807000000,9229,9229
باما,1397/09/13,552,4257000,9690,9690,9376,40906000000,9620,9608
باما,1397/09/14,501,2796000,9611,9800,9501,27019000000,9501,9664
باما,1397/09/17,215,1391000,9510,9996,9510,13530000000,9800,9725
باما,1397/09/18,185,1026000,9820,9820,9401,9761000000,9550,9512
باما,1397/09/19,179,1011000,9540,9611,9291,9512000000,9437,9406
باما,1397/09/20,215,1978000,9301,9548,9250,18620000000,9280,9413
باما,1397/09/21,126,572860,9120,9400,9020,5289000000,9150,9233
باما,1397/09/24,204,1619000,9440,9505,9200,15294000000,9220,9448
باما,1397/09/25,293,1258000,9005,9489,8976,11323000000,8976,9001
باما,1397/10/15,192,716064,8503,8650,8500,6117000000,8645,8543
باما,1397/10/16,251,660201,8500,8798,8500,5736000000,8655,8689
باما,1397/10/17,267,1009000,8558,8988,8558,8852000000,8774,8771
باما,1397/10/18,377,1932000,8900,9109,8802,17413000000,9024,9014
باما,1397/10/19,360,1833000,9179,9180,9018,16667000000,9110,9092
باما,1397/10/22,160,236832,9095,9095,8930,2128000000,8938,9029
باما,1397/10/23,219,541660,8653,9020,8653,4780000000,8760,8825
باما,1397/10/24,278,1379000,8760,8848,8671,12001000000,8692,8705
باما,1397/10/25,383,1842000,8732,8842,8680,16098000000,8840,8739
باما,1397/10/26,342,1594000,8697,8800,8652,13887000000,8750,8710
باما,1397/10/29,435,1940000,8844,9145,8844,17670000000,9040,9110
باما,1397/10/30,442,2566000,9144,9450,9060,23546000000,9070,9176
باما,1397/11/01,185,602190,9151,9151,8721,5374000000,8999,8923
باما,1397/11/02,221,583600,8992,9198,8980,5289000000,8980,9063
باما,1397/11/03,278,874519,9080,9100,9006,7887000000,9006,9018
باما,1397/11/06,239,908342,9041,9198,8801,8134000000,8850,8955
باما,1397/11/07,201,1269000,8820,8970,8652,11141000000,8719,8777
باما,1397/11/08,178,350425,8651,8950,8650,3082000000,8780,8792
باما,1397/11/09,138,517751,8750,8887,8615,4496000000,8700,8683
باما,1397/11/10,572,575113,8779,8990,8703,5085000000,8800,8842
باما,1397/11/13,137,243708,9000,9080,8838,2173000000,8895,8887
باما,1397/12/05,554,3497000,10180,10236,9811,35294000000,10230,10091
باما,1397/12/06,549,1840000,10190,10394,9902,18774000000,10290,10204
باما,1397/12/07,463,6100000,9850,10179,9850,60968000000,10000,9994
باما,1397/12/08,299,4437000,10340,10340,9868,44439000000,9907,10015
باما,1397/12/11,423,772426,10030,10079,9791,7630000000,9850,9878
باما,1397/12/12,290,1932000,10071,10071,9702,18979000000,9820,9822
باما,1397/12/13,766,2425000,9825,10100,9553,23846000000,9763,9834
باما,1397/12/14,148,779055,10000,10000,9700,7613000000,9850,9772
باما,1397/12/15,194,780427,9800,9800,9650,7559000000,9650,9686
باما,1397/12/18,160,686293,9666,9666,9505,6545000000,9562,9537
باما,1397/12/19,555,1571000,9501,10013,9501,15579000000,9951,9919
باما,1397/12/20,612,16093000,10199,10280,9920,1.64123E+11,10270,10199
باما,1397/12/21,629,4711000,10245,10708,10005,49132000000,10708,10430
باما,1397/12/22,308,6160000,10951,10951,10900,67461000000,10951,10951
باما,1397/12/25,1455,5477000,11200,11349,10755,60619000000,11204,11067
باما,1397/12/26,513,6480000,10995,11498,10780,71545000000,11379,11041
باما,1397/12/27,1109,2264000,11475,11593,11113,26056000000,11593,11508
باما,1397/12/28,648,4349000,12000,12083,11723,52330000000,12083,12032
باما,1398/01/05,867,5256000,12400,12633,12210,66225000000,12540,12599
باما,1398/01/06,1481,2748000,12500,12602,12051,33483000000,12249,12183
باما,1398/01/07,564,2627000,12298,12299,11700,31529000000,12000,12004
باما,1398/02/02,632,4292000,13600,13690,12728,55330000000,12728,12892
باما,1398/02/03,433,2300000,12500,12850,12250,28826000000,12500,12534
باما,1398/02/04,435,1664000,12310,12989,12251,21133000000,12700,12703
باما,1398/02/07,364,1176000,12880,13338,12880,15418000000,12972,13114
باما,1398/02/08,568,1366000,13001,13499,12800,17766000000,13110,13003
باما,1398/02/09,429,1316000,13100,13270,12950,17258000000,12950,13112
باما,1398/02/10,474,3904000,13225,13300,12801,50640000000,12810,12970
باما,1398/02/11,461,2781000,13000,13600,12906,36830000000,13000,13243
باما,1398/02/14,590,2705000,13489,13489,12605,35383000000,13249,13079
باما,1398/02/15,501,3002000,13300,13300,12755,39015000000,12925,12998
باما,1398/02/16,621,4881000,13000,13220,12349,60922000000,12349,12482
باما,1398/02/17,474,3127000,12000,12500,11900,37548000000,12010,12007
باما,1398/02/18,428,2276000,12050,12600,11941,27606000000,12497,12127
باما,1398/02/21,642,3560000,12490,12490,11549,41782000000,11555,11736
باما,1398/02/22,392,2617000,11402,11739,11201,29722000000,11720,11355
باما,1398/02/23,262,3217000,11729,11922,11335,38249000000,11922,11891
باما,1398/02/24,318,3805000,12485,12485,12485,47501000000,12485,12485
باما,1398/02/25,1363,10146000,12940,13109,12650,1.32394E+11,13109,13049
باما,1398/02/28,809,8097000,13489,13701,13000,1.10289E+11,13701,13620
باما,1398/02/29,726,2887000,14278,14278,13601,40237000000,13900,13937
باما,1398/02/30,446,1314000,13510,13840,13300,17829000000,13601,13569
باما,1398/03/28,313,601864,13539,14400,13539,8400000000,13800,13957
باما,1398/03/29,408,2056000,13601,13980,13401,28190000000,13680,13709
باما,1398/04/01,277,1103000,13100,13789,13100,14804000000,13599,13422
باما,1398/04/02,571,1248000,13422,13890,13400,17018000000,13800,13634
باما,1398/04/03,675,3420000,14000,14290,13500,48106000000,14100,14067
باما,1398/04/04,634,2629000,14000,14770,13930,37937000000,14770,14429
باما,1398/04/05,185,1429000,15150,15150,15150,21657000000,15150,15150
باما,1398/04/09,743,2492000,15800,15848,15127,38286000000,15150,15362
باما,1398/04/10,662,2348000,15002,15007,14594,34476000000,14800,14682
باما,1398/04/11,517,3128000,14890,14908,14300,46008000000,14900,14707
باما,1398/04/12,414,2203000,14700,15020,14306,32673000000,15020,14832
باما,1398/04/15,380,2607000,14950,15000,14400,38717000000,14831,14852
باما,1398/04/16,291,1357000,14600,15025,14401,20335000000,15000,14987
باما,1398/04/17,538,2306000,15000,15736,15000,35862000000,15736,15551
باما,1398/04/18,613,2516000,15006,16328,15006,40730000000,16000,16188
باما,1398/04/19,420,2606000,16200,16850,16010,42599000000,16428,16348
باما,1398/04/22,372,1578000,16689,16689,15954,25648000000,16355,16251
باما,1398/04/23,293,1286000,16720,16800,16321,21293000000,16500,16560
باما,1398/04/24,228,1318000,16209,16998,16061,21750000000,16403,16497
باما,1398/04/25,212,2472000,16002,16010,15673,38768000000,15673,15684
باما,1398/04/26,277,958204,14915,15700,14915,14684000000,15680,15325
باما,1398/05/15,819,5807000,14700,15000,14200,85925000000,14750,14797
باما,1398/05/16,1032,3015000,14996,15000,14247,44315000000,14250,14696
باما,1398/05/19,784,1778000,14600,14900,14263,25997000000,14600,14620
باما,1398/05/20,2645,2402000,14994,14996,14551,35388000000,14620,14731
باما,1398/05/22,1581,1169000,14620,14620,14350,16939000000,14455,14496
باما,1398/05/23,1154,1799000,14600,14731,14500,26317000000,14505,14627
باما,1398/05/26,700,988628,14501,14715,14200,14161000000,14295,14323
باما,1398/05/27,1001,1795000,14549,14549,13941,25334000000,13999,14115
باما,1398/05/28,853,1669000,14244,14495,14001,23924000000,14441,14332
باما,1398/05/30,1415,2398000,14500,14750,14101,34835000000,14699,14529
باما,1398/06/02,2529,6003000,14680,14750,14096,86619000000,14188,14429
باما,1398/06/03,1711,4118000,14380,14500,13990,58880000000,14490,14298
باما,1398/06/04,1710,4342000,14598,15000,14589,64679000000,14870,14896
باما,1398/06/05,2024,3640000,15020,15022,14400,53924000000,14420,14812
باما,1398/06/06,1315,2602000,14700,14700,14190,37747000000,14500,14504
باما,1398/06/09,2532,6620000,14850,15229,14367,99341000000,15087,15007
باما,1398/06/10,2713,7821000,15007,15757,14801,1.21952E+11,15757,15593
باما,1398/06/11,2323,4387000,16099,16099,14821,67572000000,15249,15402
باما,1398/06/12,1254,2152000,15480,15555,15011,33066000000,15319,15367
باما,1398/06/13,1349,2203000,15470,15470,15001,33438000000,15349,15175
باما,1398/06/16,1496,3235000,15724,15933,15400,51165000000,15933,15816
باما,1398/07/07,1706,2935000,17700,17700,16531,49212000000,16741,16765
باما,1398/07/08,1552,3499000,16950,16950,16520,58129000000,16540,16613
باما,1398/07/09,1580,3489000,16739,16739,16149,56769000000,16330,16271
باما,1398/07/10,1165,2201000,16400,16799,15890,35921000000,16240,16318
باما,1398/07/13,1231,1983000,16270,16450,15917,31949000000,15941,16112
باما,1398/07/14,877,2053000,15925,16100,15400,32566000000,15970,15859
باما,1398/07/15,1142,2465000,15900,16600,15893,40077000000,16147,16261
باما,1398/07/16,817,1935000,16400,16400,15448,30139000000,15448,15573
باما,1398/07/17,695,746764,14922,15999,14922,11624000000,15620,15565
باما,1398/07/20,726,1833000,16000,16343,16000,29730000000,16343,16220
باما,1398/07/21,647,1317000,16601,16601,16001,21560000000,16216,16367
باما,1398/07/22,474,1118000,16367,16367,15551,17701000000,15999,15838
باما,1398/07/23,848,3169000,15830,16359,15047,49113000000,15397,15500
باما,1398/07/24,580,1214000,15000,15396,14900,18381000000,15199,15135
باما,1398/07/28,505,1703000,15003,15149,14379,24598000000,14379,14444
باما,1398/07/29,603,1244000,13724,14400,13722,17170000000,14229,13807
باما,1398/07/30,387,1195000,14001,14497,14001,17181000000,14340,14377
باما,1398/08/01,608,1170000,14175,14177,13659,16035000000,13905,13710
باما,1398/08/04,367,840547,13720,14376,13500,11779000000,14099,14014
باما,1398/08/06,315,560337,14010,14714,14010,8187000000,14714,14610
باما,1398/08/08,835,2293000,15299,15299,14757,34353000000,14997,14983
باما,1398/08/29,409,2575000,14200,14919,14200,38357000000,14919,14898
باما,1398/09/02,613,1186000,14998,15370,14612,17674000000,14641,14899
باما,1398/09/03,466,1108000,14898,15349,14520,16621000000,15080,14996
باما,1398/09/04,788,2935000,15249,15745,15100,45767000000,15745,15595
باما,1398/09/05,1225,5831000,15799,16374,15750,94781000000,16374,16254
باما,1398/09/06,792,2167000,16800,16800,16010,35249000000,16445,16265
باما,1398/09/09,713,1680000,16850,16850,15750,27511000000,16219,16373
باما,1398/09/10,859,2511000,16101,16300,15591,40173000000,16110,15999
باما,1398/09/11,673,1934000,15902,16398,15500,30747000000,15900,15901
باما,1398/09/12,1062,2738000,15900,16696,15600,45286000000,16696,16541
باما,1398/09/13,716,1904000,16950,16950,16100,31565000000,16431,16580
باما,1398/09/16,1015,5041000,16505,17409,16505,87668000000,17409,17392
باما,1398/09/17,1204,2923000,17801,18255,17502,52108000000,17798,17825
باما,1398/09/18,1230,3320000,17800,18292,17500,59300000000,18250,17859
باما,1398/09/19,848,3648000,18310,18751,18208,67958000000,18400,18631
باما,1398/09/20,706,1674000,18630,19170,18002,31352000000,18980,18734
باما,1398/09/23,1011,2232000,19330,19330,18407,41826000000,18700,18740
باما,1398/09/24,715,2046000,18998,18998,18383,38097000000,18530,18619
باما,1398/09/25,856,2232000,18381,19050,18026,41552000000,19000,18620
باما,1398/09/26,570,1794000,19100,19280,18632,33738000000,18801,18810
باما,1398/09/27,676,919540,18843,18990,18400,17049000000,18487,18540
باما,1398/10/18,106,1064000,17489,17489,17489,18605000000,17489,17489
باما,1398/10/21,64,505376,17838,17838,17838,9015000000,17838,17838
باما,1398/10/22,49,161868,18729,18729,18729,3032000000,18729,18199
باما,1398/10/23,112,1652000,19108,19108,19108,31558000000,19108,19108
باما,1398/10/24,801,4629000,20063,20063,19501,92658000000,20063,20017
باما,1398/10/25,457,2516000,20499,21017,19800,52379000000,21017,20816
باما,1398/10/28,232,2137000,21856,21856,21856,46717000000,21856,21856
باما,1398/10/29,551,2803000,22948,22948,22000,64154000000,22948,22889
باما,1398/10/30,442,4483000,24033,24033,24033,1.07742E+11,24033,24033
باما,1398/11/01,3361,18766000,24480,25234,23062,4.63808E+11,24079,24716
باما,1398/11/02,1532,7735000,24230,25951,23809,1.94502E+11,25947,25147
باما,1398/11/05,1719,4047000,26404,26404,25417,1.05003E+11,25830,25946
باما,1398/11/07,1468,6363000,27215,28575,27215,1.81538E+11,28470,28532
باما,1398/11/08,2396,5645000,29479,29479,27106,1.58875E+11,27206,28144
باما,1398/11/12,724,2329000,27210,27800,26737,62588000000,26737,26874
باما,1398/11/13,2677,8884000,25800,26800,25531,2.28321E+11,25895,25700
باما,1398/11/14,2739,8818000,26700,26700,24810,2.24054E+11,25000,25410
باما,1398/11/15,2776,11306000,25000,25500,24140,2.74308E+11,24141,24262
باما,1398/11/16,2216,5382000,24060,25468,24060,1.33958E+11,24860,24890
باما,1398/11/19,2241,4085000,25000,25390,23646,98689000000,23767,24160
باما,1398/11/20,1528,2512000,24000,24946,23501,60758000000,24200,24190
باما,1398/12/12,395,2989000,28291,29705,28291,88516000000,29705,29616
باما,1398/12/14,2933,7947000,32505,34130,32201,2.62435E+11,32560,33021
باما,1398/12/19,2274,6904000,29760,30500,28278,2.04357E+11,29100,29601
باما,1398/12/20,2134,7000000,29200,29318,28121,1.99739E+11,28121,28534
باما,1398/12/21,1528,3287000,28105,29896,28105,96108000000,28520,29243
باما,1398/12/24,1843,3963000,27781,27781,26392,1.05484E+11,26392,26615
باما,1398/12/25,1584,3223000,25304,27500,25304,84827000000,26797,26322
باما,1398/12/26,1458,4815000,27638,27638,27600,1.3307E+11,27600,27638
باما,1398/12/27,1008,2484000,26500,27638,26500,67856000000,27510,27322
باما,1398/12/28,1925,3104000,28501,28591,27650,87384000000,28499,28154
باما,1399/01/05,1823,4840000,27100,28154,26747,1.29742E+11,26747,26807
باما,1399/01/06,2105,4169000,26273,27400,26273,1.12938E+11,27098,27090
باما,1399/01/09,4545,6383000,27799,28176,26777,1.7643E+11,27898,27639
باما,1399/01/10,2554,3385000,29020,30415,28237,97548000000,28463,28819
باما,1399/01/11,4893,8129000,29600,30259,27901,2.39288E+11,30259,29437
باما,1399/01/16,1092,3579000,30908,30908,30908,1.10624E+11,30908,30908
باما,1399/01/17,3618,8827000,32453,32453,31064,2.86448E+11,32453,32451
باما,1399/01/18,3728,7191000,34067,34073,32200,2.42326E+11,34073,33698
باما,1399/01/19,630,1308000,33698,35382,35382,46281000000,35382,34995
باما,1399/01/20,3963,7287000,36744,38581,36744,2.77883E+11,37100,38133
باما,1399/01/23,4448,4662000,38900,39599,36500,1.77716E+11,37199,38123
باما,1399/02/10,2340,3806000,45599,48259,45400,1.82152E+11,48259,47857
باما,1399/02/13,1830,6642000,50249,52761,50249,3.50143E+11,52761,52720
باما,1399/02/14,228,1525000,55356,55356,55356,84442000000,55356,55356
باما,1399/02/15,566,1323000,58123,58123,58123,76918000000,58123,58123
باما,1399/02/16,4577,11038000,61029,61029,56000,6.67111E+11,58899,60439
باما,1399/02/17,3999,6513000,58000,63460,57470,3.91071E+11,62880,60048
باما,1399/02/20,535,796056,63050,63050,63050,50191000000,63050,62918
باما,1399/02/21,2678,8016000,66063,66063,59773,5.26509E+11,66063,65678
باما,1399/02/22,4407,6914000,68955,68955,63001,4.52553E+11,63500,65458
باما,1399/02/23,711,908012,65000,65000,62186,56723000000,62186,62469
باما,1399/02/24,2720,3951000,59346,61500,59346,2.36268E+11,59346,59806
باما,1399/02/27,1410,2280000,59346,59346,56816,1.30279E+11,56816,57137
باما,1399/02/28,2786,3844000,54281,59500,54281,2.16628E+11,59000,56360
باما,1399/02/29,915,2525000,59178,59178,59000,1.49421E+11,59178,59177
باما,1399/02/30,1553,5719000,62135,65241,62135,3.71298E+11,65241,64925
باما,1399/02/31,3656,7167000,68171,68171,64000,4.80385E+11,68022,67029
باما,1399/03/03,1509,3766000,70300,70380,70300,2.64989E+11,70380,70368
باما,1399/03/06,2265,10344000,73886,73886,70380,7.6423E+11,73886,73883
باما,1399/03/07,666,2195000,77577,77577,77577,1.70317E+11,77577,77577
باما,1399/03/10,262,165197,81455,81455,81455,13456000000,81455,78571
باما,1399/03/11,256,311371,82499,82499,82499,25688000000,82499,80469
