name,date,number,volume,first,high,low,value,last,close
باما,1394/09/14,23,68219,2165,2219,2165,148498000,2170,2192
باما,1394/09/15,10,15550,2152,2153,2130,33388000,2130,2189
باما,1394/09/16,24,71569,2175,2178,2090,152047000,2126,2169
باما,1394/09/17,54,169598,2126,2126,2081,356530000,2081,2119
باما,1394/09/18,22,109638,2116,2119,2063,230261000,2100,2110
باما,1394/09/22,4,13737,2074,2170,2074,29194000,2100,2111
باما,1394/09/23,17,64783,2081,2100,2079,134863000,2080,2103
باما,1394/09/24,26,99112,2070,2080,2030,204698000,2070,2087
باما,1394/09/25,22,71583,2100,2145,2074,150187000,2090,2090
باما,1394/09/28,21,75232,2176,2176,2021,155900000,2071,2084
باما,1394/09/29,10,15295,2098,2099,2030,31546000,2070,2083
باما,1394/09/30,10,25830,2050,2050,2031,52493000,2031,2078
باما,1394/10/01,12,64763,2040,2060,2031,132450000,2032,2069
باما,1394/10/02,48,235698,2031,2050,2000,476873000,2000,2024
باما,1394/10/05,66,218935,1951,1970,1932,427117000,1940,1959
باما,1394/10/26,52,299421,2370,2370,2197,667254000,2197,2228
باما,1394/10/27,34,113726,2264,2300,2141,252234000,2142,2223
باما,1394/10/28,28,94385,2146,2217,2112,202287000,2217,2188
باما,1394/10/29,14,72153,2205,2205,2160,156554000,2160,2182
باما,1394/10/30,94,705674,2160,2200,2141,1520000000,2200,2154
باما,1394/11/06,170,1351000,2599,2600,2472,3453000000,2600,2555
باما,1394/11/07,196,1277000,2680,2682,2502,3340000000,2520,2615
باما,1394/11/10,58,490980,2673,2675,2510,1277000000,2596,2601
باما,1394/11/11,68,521429,2511,2580,2471,1311000000,2510,2514
باما,1394/11/12,99,909271,2570,2634,2520,2377000000,2611,2614
باما,1394/11/13,85,354142,2639,2730,2610,943472000,2610,2664
باما,1394/11/14,52,213876,2580,2658,2580,559647000,2630,2617
باما,1394/11/17,84,355447,2650,2670,2592,937535000,2640,2638
باما,1394/11/18,111,749465,2667,2750,2650,2041000000,2749,2723
باما,1394/11/19,69,478828,2724,2730,2650,1288000000,2674,2690
باما,1394/11/20,119,1128000,2741,2824,2671,3174000000,2671,2813
باما,1394/11/21,56,501065,2676,2784,2673,1362000000,2673,2719
باما,1394/11/24,54,393881,2600,2800,2584,1021000000,2584,2593
باما,1394/11/25,35,97761,2578,2579,2501,246123000,2542,2556
باما,1394/11/26,40,145757,2560,2640,2510,375380000,2510,2570
باما,1394/11/27,41,159841,2527,2600,2442,401748000,2442,2525
باما,1394/12/17,366,7779000,2737,2737,2707,21288000000,2737,2736
باما,1394/12/18,119,1766000,2872,2872,2844,5070000000,2872,2872
باما,1394/12/19,938,10739000,3015,3015,2870,32265000000,3015,3004
باما,1394/12/22,1388,29967000,3047,3154,3016,94333000000,3154,3148
باما,1394/12/24,518,13460000,3305,3305,3305,44486000000,3305,3305
باما,1394/12/25,1074,15619000,3470,3470,3313,54116000000,3372,3465
باما,1394/12/26,553,4694000,3399,3500,3292,16053000000,3451,3420
باما,1395/01/07,43,309860,3450,3591,3411,1107000000,3591,3571
باما,1395/01/08,220,1326000,3749,3749,3470,4830000000,3590,3643
باما,1395/01/09,451,6552000,3640,3640,3461,23403000000,3471,3572
باما,1395/01/10,163,1276000,3564,3565,3394,4342000000,3400,3401
باما,1395/01/11,306,5380000,3231,3571,3231,19117000000,3571,3553
باما,1395/01/14,497,7482000,3726,3730,3680,27906000000,3730,3730
باما,1395/01/15,432,3958000,3888,3903,3800,15326000000,3890,3873
باما,1395/01/16,261,2177000,3919,3919,3701,8334000000,3715,3829
باما,1395/01/17,238,1786000,3800,3840,3653,6732000000,3760,3769
باما,1395/01/18,233,1544000,3750,3957,3741,5939000000,3780,3847
باما,1395/01/21,228,1445000,3847,3940,3750,5522000000,3771,3822
باما,1395/01/22,151,1450000,3771,3919,3756,5578000000,3800,3847
باما,1395/01/23,187,1792000,3870,3960,3770,6961000000,3960,3884
باما,1395/01/24,383,3339000,3990,4078,3990,13587000000,4078,4070
باما,1395/02/13,286,1577000,3880,3880,3650,5851000000,3744,3710
باما,1395/02/14,203,1483000,3750,3895,3702,5702000000,3895,3846
باما,1395/02/15,186,701447,3901,3980,3800,2746000000,3840,3915
باما,1395/02/18,183,996865,3845,3950,3721,3823000000,3800,3835
باما,1395/02/19,179,918683,3835,3835,3670,3439000000,3690,3744
باما,1395/02/20,116,659213,3840,3861,3680,2483000000,3750,3767
باما,1395/02/21,386,3532000,3790,3900,3631,13404000000,3850,3795
باما,1395/02/22,115,576153,3900,3900,3702,2185000000,3890,3793
باما,1395/02/25,57,270153,3890,3890,3706,1028000000,3800,3805
باما,1395/02/26,184,1831000,3800,3800,3666,6795000000,3710,3712
باما,1395/02/27,241,1229000,3700,3796,3560,4503000000,3560,3665
باما,1395/02/28,189,1732000,3630,3798,3560,6475000000,3604,3740
باما,1395/02/29,181,1587000,3601,3830,3601,5971000000,3720,3761
باما,1395/03/01,56,262981,3621,3778,3621,971367000,3652,3694
باما,1395/03/03,103,476971,3663,3700,3511,1710000000,3590,3584
باما,1395/03/04,349,2086000,3550,3630,3405,7251000000,3527,3477
باما,1395/03/05,188,2123000,3464,3650,3464,7571000000,3650,3566
باما,1395/03/08,557,8591000,3744,3744,3700,32165000000,3744,3744
باما,1395/03/09,231,1328000,3744,3800,3570,4885000000,3600,3678
باما,1395/03/10,411,3399000,3689,3689,3495,11925000000,3520,3508
باما,1395/03/17,156,966425,3648,3699,3575,3503000000,3612,3625
باما,1395/04/06,134,799813,3700,3745,3591,2912000000,3591,3641
باما,1395/04/08,89,369968,3560,3728,3540,1355000000,3600,3662
باما,1395/04/09,314,2653000,3690,3845,3690,10160000000,3830,3829
باما,1395/04/12,593,8969000,4020,4020,4000,36055000000,4020,4020
باما,1395/04/13,312,1984000,4020,4090,3853,7800000000,3888,3931
باما,1395/04/14,388,2857000,3862,4080,3862,11472000000,4080,4015
باما,1395/04/15,137,857782,4076,4110,3910,3462000000,3915,4036
باما,1395/04/19,102,463735,4040,4089,3850,1844000000,3875,3976
باما,1395/04/20,66,450195,3880,3980,3802,1726000000,3810,3835
باما,1395/04/21,252,1755000,3983,4026,3970,7046000000,4026,4014
باما,1395/04/22,171,999632,4027,4100,3884,3985000000,3934,3987
باما,1395/04/23,653,4951000,4099,4186,4070,20583000000,4150,4157
باما,1395/04/26,761,6522000,4300,4364,4250,28297000000,4315,4339
باما,1395/04/27,383,2162000,4301,4350,4126,9021000000,4134,4172
باما,1395/04/28,367,1705000,4126,4280,4103,7096000000,4105,4163
باما,1395/04/29,201,1132000,4295,4295,4150,4752000000,4177,4199
باما,1395/04/30,215,908455,4200,4280,4150,3827000000,4150,4213
باما,1395/05/04,105,565939,4230,4255,4120,2363000000,4200,4175
باما,1395/05/05,308,1993000,4053,4215,4041,8190000000,4100,4110
باما,1395/05/06,328,1661000,4190,4190,3940,6686000000,3979,4024
باما,1395/05/10,208,1051000,4135,4135,3910,4171000000,3920,3968
باما,1395/05/30,277,1363000,4301,4430,4301,5956000000,4370,4368
باما,1395/05/31,128,590017,4395,4400,4230,2508000000,4234,4251
باما,1395/06/01,158,560803,4250,4250,4065,2328000000,4140,4151
باما,1395/06/02,112,497716,4250,4274,4152,2094000000,4160,4208
باما,1395/06/03,48,169435,4100,4270,4100,710878000,4200,4197
باما,1395/06/06,165,551026,4250,4326,4200,2341000000,4201,4249
باما,1395/06/07,179,830647,4300,4300,4091,3425000000,4102,4123
باما,1395/06/08,73,209525,4148,4148,4079,857697000,4099,4094
باما,1395/06/09,83,313402,4090,4100,4056,1278000000,4056,4078
باما,1395/06/10,75,399373,4125,4128,4040,1625000000,4050,4070
باما,1395/06/13,221,1394000,4152,4273,4152,5950000000,4273,4267
باما,1395/06/14,133,584632,4399,4399,4220,2506000000,4270,4287
باما,1395/06/15,195,1414000,4240,4365,4240,6121000000,4323,4328
باما,1395/06/16,51,251649,4251,4300,4251,1077000000,4300,4279
باما,1395/06/17,66,289294,4280,4280,4182,1226000000,4224,4237
باما,1395/06/20,190,1495000,4140,4140,4026,6067000000,4071,4057
باما,1395/06/21,83,316186,4057,4184,4057,1300000000,4140,4110
باما,1395/06/23,188,1273000,4047,4080,3950,5097000000,3950,4003
باما,1395/06/24,86,676588,3918,3985,3918,2676000000,3950,3955
باما,1395/06/27,75,524411,3936,4040,3936,2086000000,3959,3977
باما,1395/06/28,71,316066,3937,4091,3915,1258000000,4040,3979
باما,1395/07/18,192,1482000,4260,4532,4260,6685000000,4532,4510
باما,1395/07/19,331,4518000,4621,4735,4621,21366000000,4735,4729
باما,1395/07/24,901,10845000,4897,4965,4821,53546000000,4923,4937
باما,1395/07/25,150,904150,4899,4960,4730,4365000000,4730,4827
باما,1395/07/26,231,1204000,4809,5000,4800,5944000000,4900,4939
باما,1395/07/27,190,1654000,4900,5038,4858,8224000000,5000,4973
باما,1395/07/28,684,6341000,5100,5221,5100,33014000000,5180,5206
باما,1395/08/11,1093,11521000,5630,5789,5580,65351000000,5636,5672
باما,1395/08/12,1210,10767000,5710,5955,5511,62052000000,5930,5763
باما,1395/08/15,863,9263000,6000,6051,5961,55967000000,6008,6042
باما,1395/08/16,486,2761000,6050,6130,5850,16606000000,5950,6016
باما,1395/08/17,443,2912000,6000,6226,5990,17698000000,6050,6079
باما,1395/08/18,759,7606000,6169,6374,6070,47124000000,6366,6196
باما,1395/08/19,690,6015000,5910,6299,5887,36268000000,6240,6029
باما,1395/08/22,71,939058,6330,6330,6330,5944000000,6330,6330
باما,1395/08/23,699,8222000,6590,6590,6330,53368000000,6330,6490
باما,1395/08/24,1145,8162000,6499,6576,6333,52900000000,6430,6481
باما,1395/08/25,575,3397000,6691,6691,6361,22122000000,6392,6512
باما,1395/08/26,349,1411000,6540,6540,6210,8877000000,6330,6290
باما,1395/08/29,308,1249000,6288,6350,6000,7695000000,6170,6160
باما,1395/09/01,315,1496000,6240,6395,6169,9300000000,6179,6217
باما,1395/09/28,223,877344,7198,7200,7000,6252000000,7100,7126
باما,1395/09/29,406,1555000,7150,7150,6770,10612000000,6770,6827
باما,1395/09/30,629,4121000,6486,6588,6486,26754000000,6505,6492
باما,1395/10/01,336,1821000,6502,6816,6502,12354000000,6816,6783
باما,1395/10/04,220,1544000,6530,6690,6530,10242000000,6600,6632
باما,1395/10/05,147,681306,6565,6820,6550,4529000000,6740,6648
باما,1395/10/06,421,2689000,6824,6980,6823,18729000000,6980,6964
باما,1395/10/07,388,2020000,6930,7122,6930,14234000000,7075,7048
باما,1395/10/08,358,1789000,7004,7004,6696,12093000000,6849,6760
باما,1395/10/11,246,917342,6990,7020,6706,6332000000,7010,6903
باما,1395/10/12,240,1102000,7028,7070,6813,7655000000,6970,6945
باما,1395/10/13,504,2701000,7117,7290,7080,19482000000,7220,7213
باما,1395/10/14,545,2625000,7397,7500,7250,19318000000,7340,7358
باما,1395/10/15,289,1313000,7088,7395,7088,9468000000,7130,7211
باما,1395/10/18,695,3398000,7429,7451,7302,25119000000,7378,7392
باما,1395/10/19,342,1335000,7400,7478,7255,9804000000,7300,7345
باما,1395/10/20,443,1769000,7350,7460,7290,13098000000,7436,7404
باما,1395/10/22,1070,5735000,7730,7774,7610,44330000000,7774,7730
باما,1395/10/25,1230,9213000,8116,8116,8040,74723000000,8072,8111
باما,1395/10/26,754,2674000,8000,8111,7810,21123000000,7850,7898
باما,1395/10/27,501,1898000,7850,7945,7777,14918000000,7840,7858
باما,1395/11/17,465,1648000,7130,7341,7130,11915000000,7201,7230
باما,1395/11/18,566,1807000,7210,7329,7021,12897000000,7100,7138
باما,1395/11/19,683,2269000,7125,7138,6900,15901000000,6920,7008
باما,1395/11/20,570,1902000,7040,7334,6915,13695000000,7140,7202
باما,1395/11/23,903,7953000,7562,7562,7470,60109000000,7562,7558
باما,1395/11/24,559,1927000,7558,7770,7252,14625000000,7599,7589
باما,1395/11/25,783,4368000,7698,7950,7698,34457000000,7880,7888
باما,1395/11/26,405,2282000,7899,7950,7706,17914000000,7841,7851
باما,1395/11/27,411,2030000,7819,7936,7758,15853000000,7810,7808
باما,1395/11/30,695,5972000,7490,7688,7418,44552000000,7418,7460
باما,1395/12/01,705,3118000,7201,7300,7160,22523000000,7240,7223
باما,1395/12/02,311,969037,7349,7360,7180,7056000000,7230,7281
باما,1395/12/03,323,1186000,7402,7500,7260,8687000000,7280,7325
باما,1395/12/04,343,1312000,7285,7285,7170,9447000000,7200,7200
باما,1395/12/07,448,1393000,7350,7350,7000,9855000000,7000,7074
باما,1395/12/08,333,1013000,7190,7190,6906,7087000000,6906,6993
باما,1395/12/09,338,782133,6960,7120,6822,5381000000,6856,6880
باما,1395/12/10,492,1713000,6877,6877,6560,11420000000,6620,6665
باما,1395/12/11,309,875084,6771,6900,6566,5963000000,6802,6815
باما,1395/12/14,304,976793,6617,6760,6475,6379000000,6475,6531
باما,1395/12/15,323,854734,6450,6450,6224,5386000000,6300,6301
باما,1396/01/09,211,552802,6698,6729,6600,3681000000,6727,6658
باما,1396/01/20,387,1145000,6600,6749,6351,7414000000,6600,6475
باما,1396/01/21,778,2519000,6390,6390,6152,15668000000,6250,6220
باما,1396/01/23,569,2954000,5940,6098,5909,17488000000,5999,5921
باما,1396/01/26,418,950988,6055,6098,5905,5724000000,6032,6019
باما,1396/01/27,457,1745000,6080,6080,5800,10221000000,5887,5857
باما,1396/01/28,282,1102000,5900,5987,5820,6492000000,5845,5892
باما,1396/01/29,312,779550,6038,6038,5800,4552000000,5806,5839
باما,1396/01/30,854,3539000,5700,5750,5548,19849000000,5744,5608
باما,1396/02/02,516,1573000,5850,5888,5701,9111000000,5730,5792
باما,1396/02/03,411,1619000,5811,5830,5513,9110000000,5687,5628
باما,1396/02/04,288,1078000,5700,5800,5581,6144000000,5723,5698
باما,1396/02/06,425,1177000,5749,5970,5749,6949000000,5905,5905
باما,1396/02/09,307,938312,6023,6080,5850,5597000000,5850,5965
باما,1396/02/10,202,507011,5800,5992,5782,2970000000,5889,5858
باما,1396/02/11,229,1182000,5800,5980,5800,6946000000,5980,5878
باما,1396/02/12,526,3976000,6061,6171,6060,24513000000,6171,6166
باما,1396/02/13,360,1074000,6178,6221,6060,6585000000,6169,6131
باما,1396/02/16,259,802668,6010,6010,5825,4707000000,5853,5865
باما,1396/02/17,174,702962,5800,6030,5702,4142000000,6000,5892
باما,1396/02/18,196,1571000,5820,5980,5820,9248000000,5853,5885
باما,1396/03/07,217,927192,6467,6671,6467,6057000000,6500,6533
باما,1396/03/08,358,2324000,6500,6500,6365,14890000000,6402,6406
باما,1396/03/16,245,2320000,5796,5799,5650,13278000000,5699,5723
باما,1396/03/17,365,2925000,5780,5780,5441,16174000000,5480,5531
باما,1396/03/20,192,1167000,5700,5807,5700,6754000000,5807,5786
باما,1396/03/21,141,1589000,5660,6070,5660,9551000000,5810,6011
باما,1396/03/22,51,152168,5990,5995,5750,885771000,5750,5866
باما,1396/03/23,124,659270,5700,5850,5600,3762000000,5790,5706
باما,1396/03/24,75,346487,5790,5790,5634,1970000000,5700,5686
باما,1396/03/27,66,281675,5866,5868,5651,1599000000,5671,5676
باما,1396/03/28,212,1072000,5700,5749,5663,6111000000,5703,5701
باما,1396/03/29,59,230212,5703,5800,5703,1328000000,5760,5767
باما,1396/03/30,62,167455,5850,5920,5850,985674000,5920,5867
باما,1396/03/31,45,190395,5861,5920,5700,1103000000,5840,5799
باما,1396/04/03,48,460674,6088,6088,6088,2805000000,6088,6088
باما,1396/04/04,346,2157000,6100,6300,6100,13365000000,6200,6195
باما,1396/04/07,505,3280000,6390,6504,6340,21275000000,6504,6487
باما,1396/04/10,243,957666,6750,6800,6526,6382000000,6550,6664
باما,1396/04/11,167,580807,6451,6539,6430,3772000000,6483,6495
باما,1396/04/12,340,1982000,6550,6739,6550,13214000000,6580,6668
باما,1396/04/13,221,967448,6673,6800,6440,6403000000,6540,6618
باما,1396/05/02,188,1516000,7302,7445,7290,11164000000,7301,7365
باما,1396/05/03,260,2362000,7500,7560,7300,17503000000,7397,7411
باما,1396/05/04,366,2688000,7400,7670,7270,20092000000,7280,7476
باما,1396/05/07,281,2520000,7282,7282,7103,18080000000,7200,7176
باما,1396/05/08,103,749263,7110,7300,7110,5404000000,7200,7213
باما,1396/05/09,211,2218000,7299,7450,7288,16378000000,7409,7385
باما,1396/05/10,125,522946,7386,7472,7212,3814000000,7260,7293
باما,1396/05/11,111,742993,7230,7293,7108,5319000000,7179,7159
باما,1396/05/15,70,308510,7120,7300,7120,2234000000,7200,7241
باما,1396/05/16,84,522452,7280,7300,7158,3765000000,7300,7207
باما,1396/05/17,332,2176000,7401,7567,7375,16344000000,7480,7510
باما,1396/05/18,413,2210000,7570,7850,7570,17103000000,7763,7738
باما,1396/05/21,178,1519000,7700,7700,7456,11420000000,7598,7517
باما,1396/05/22,136,525075,7500,7550,7386,3908000000,7393,7443
باما,1396/05/23,101,604931,7550,7650,7300,4466000000,7300,7383
باما,1396/05/24,212,739823,7499,7550,7300,5469000000,7300,7392
باما,1396/05/25,346,1972000,7500,7750,7411,15100000000,7748,7657
باما,1396/05/28,817,5420000,8039,8039,8010,43565000000,8039,8038
باما,1396/05/29,306,1002000,8220,8220,7900,7999000000,8000,7979
باما,1396/05/30,307,813120,8100,8185,7777,6474000000,7879,7962
باما,1396/05/31,201,569831,7880,8000,7666,4471000000,7807,7847
باما,1396/06/21,102,331198,7301,7450,7286,2433000000,7390,7346
باما,1396/06/22,175,687811,7322,7439,7150,4968000000,7200,7223
باما,1396/06/25,122,620012,7226,7395,7200,4543000000,7395,7327
باما,1396/06/26,142,715754,7243,7389,7240,5228000000,7360,7304
باما,1396/06/27,57,146953,7379,7439,7330,1087000000,7330,7370
باما,1396/06/28,110,317446,7460,7460,7350,2340000000,7388,7371
باما,1396/06/29,63,296489,7449,7450,7201,2180000000,7354,7353
باما,1396/07/01,111,359978,7266,7433,7237,2667000000,7430,7410
باما,1396/07/02,343,496200,7400,7430,7276,3651000000,7400,7358
باما,1396/07/03,339,511227,7399,7647,7399,3789000000,7400,7412
باما,1396/07/04,383,1105000,7400,7580,7377,8239000000,7410,7458
باما,1396/07/05,162,710140,7400,7499,7400,5291000000,7450,7450
باما,1396/07/10,140,265618,7450,7499,7287,1967000000,7323,7404
باما,1396/07/11,242,849972,7480,7598,7416,6361000000,7500,7484
